0.000110715,0.0015088
0.000310302,0.0042426
0.000335924,0.0045988
0.000352277,0.0048065
0.000400588,0.0054683
0.000501625,0.0068896
0.000529358,0.0072476
0.000587059,0.0080456
0.000733562,0.010045
0.000956807,0.013073
0.000958535,0.013141
0.001075803,0.014759
0.001080376,0.014852
0.001132858,0.015519
0.001290549,0.017686
0.001305628,0.017886
0.001461975,0.020002
0.001481366,0.020404
0.001518855,0.020921
0.001586626,0.021761
0.00161881,0.022296
0.001804845,0.02485
0.001807637,0.024821
0.001852667,0.025502
0.00185703,0.025427
0.002083225,0.028591
0.002213077,0.030481
0.002336298,0.032076
0.002339439,0.032197
0.002347468,0.032373
0.002452886,0.03375
0.002584309,0.035471
0.002654471,0.036431
0.002739294,0.037666
0.002805093,0.03876
0.002981197,0.040978
0.003072652,0.042511
0.003230953,0.04457
0.003466747,0.047804
0.003473205,0.04793
0.003500258,0.048421
0.003536561,0.048655
0.003609166,0.049667
0.003790157,0.052356
0.003866777,0.053457
0.003925594,0.054245
0.003986332,0.055239
0.00408983,0.056357
0.004102571,0.056687
0.004280944,0.059222
0.00428967,0.059396
0.004324228,0.059748
0.004356691,0.060096
0.004367163,0.060359
0.004383743,0.060873
0.004387234,0.060728
0.004632627,0.06423
0.004664567,0.064806
0.004700695,0.064899
0.004794419,0.06653
0.004799132,0.066427
0.004963018,0.068713
0.004983613,0.069122
0.004989198,0.069059
0.005067738,0.070456
0.005098979,0.07092
0.005190086,0.071774
0.005289395,0.073577
0.005330585,0.074182
0.005335995,0.073787
0.005345594,0.073966
0.005385562,0.074992
0.005422563,0.075284
0.005428672,0.0753
0.005459739,0.075527
0.005484872,0.07597
0.005607743,0.077769
0.005732708,0.079565
0.005742482,0.079491
0.005853311,0.081514
0.005874953,0.08143
0.005917015,0.082376
0.006084741,0.084769
0.006105336,0.084854
0.006154729,0.085674
0.006174277,0.086021
0.006220528,0.086726
0.006303431,0.08772
0.006359805,0.08845
0.006400122,0.088987
0.006645166,0.092371
0.006808006,0.094534
0.006896145,0.096169
0.00694833,0.096603
0.006953043,0.096972
0.007031059,0.098252
0.007220776,0.10052
0.00732375,0.10184
0.007412937,0.10373
0.007466169,0.10384
0.00752935,0.10482
0.007567922,0.10585
0.007591484,0.10576
0.007608763,0.10591
0.007609635,0.10609
0.007656061,0.10661
0.008029736,0.1124
0.008080351,0.11307
0.008210203,0.11466
0.008258723,0.11517
0.0086317,0.12055
0.008646885,0.12069
0.008694183,0.12138
0.009180606,0.12888
0.009209579,0.12883
0.009503667,0.13352
0.009514139,0.13337
0.009523738,0.13388
0.009536653,0.1335
0.009670171,0.13598
0.009818175,0.13791
0.009858318,0.13838
0.009869139,0.13829
0.010003704,0.14041
0.010232865,0.14411
0.010296221,0.14452
0.010315594,0.14472
0.010456267,0.14731
0.010522415,0.14784
0.010608809,0.14895
0.010725921,0.15052
0.01110902,0.15613
0.011339753,0.15965
0.01198535,0.16901
0.01226216,0.17284
0.012445768,0.17559
0.012456764,0.1759
0.012528497,0.1769
0.012776683,0.18063
0.012856444,0.18151
0.012882799,0.1822
0.012902172,0.18266
0.01313622,0.18576
0.01316816,0.18612
0.013415822,0.18977
0.013630847,0.19341
0.013761223,0.19487
0.014084109,0.19946
0.0142274,0.20187
0.014328629,0.20317
0.014437363,0.20505
0.014437712,0.20504
0.014860955,0.21102
0.015726114,0.22396
0.016326857,0.23263
0.016509069,0.23548
0.017098292,0.24412
0.017387493,0.24875
0.017622589,0.25196
0.018233454,0.26143
0.019141026,0.27479
0.020139354,0.29038
0.020235347,0.29135
0.021085322,0.30427
0.021354103,0.30867
0.021485003,0.3105
0.024265312,0.35366
0.026298621,0.3852
0.026389378,0.38617
0.027714083,0.4075
0.041928044,0.63874
0.043153265,0.65925
0.049272389,0.76427
0.056262433,0.88776
0.05884552,0.93453
0.058927551,0.9358
0.069097584,1.1242
0.074193945,1.2217
0.077848665,1.2926
0.087486373,1.4847
0.096326465,1.6673
0.096382316,1.6683
0.107500063,1.9061
0.116113262,2.0967
0.117867318,2.1363
0.128040842,2.3698
0.137074666,2.5836
0.143837817,2.7476
0.151866332,2.9467
0.156163332,3.0553
0.160024,3.1538
0.169125892,3.3905
0.174360135,3.5295
0.192160747,4.0163
0.195529233,4.111
0.21348867,4.6294
0.214204255,4.6507
0.23760912,5.3607
0.259478095,6.0586
0.263754152,6.199
0.264312657,6.2167
0.28590238,6.9431
0.308050608,7.7197
0.311628533,7.8469
0.336045688,8.7432
0.356535854,9.4366
0.363063385,9.6136
0.398179409,10.61
0.406068297,10.843
0.434936042,11.722
0.449526994,12.183
0.46980772,12.839
0.493910717,13.643
0.5068087,14.082
0.5407379,15.271
0.542884655,15.347
0.57869881,16.648
0.579047876,16.661
0.61007983,17.819
0.614931845,18.002
0.643136365,19.08
0.647813847,19.259
0.680416597,20.527
0.68080057,20.542
0.707434294,21.59
0.711937243,21.768
0.734940682,22.68
0.739810151,22.873
0.757682322,23.585
0.760405036,23.693
0.775467227,24.293
0.78237873,24.568
0.797458375,14.44
0.8066039,14.171
0.810705424,13.858
0.816866436,13.523
0.82510439,13.158
0.830322924,12.759
0.835506552,12.328
0.835820711,11.876
0.845820711,10.001
0.855820711,10
0.865820711,9.999
0.875820711,9.998
0.885820711,9.997
0.895820711,9.996
0.905820711,9.995
0.915820711,9.994
0.925820711,9.993
0.935820711,9.992
0.945820711,9.991
0.955820711,9.99
0.965820711,9.989
0.975820711,9.988
0.985820711,9.987
0.995820711,9.986
1.005820711,9.985
1.015820711,9.984
1.025820711,9.983
1.035820711,9.982
1.045820711,9.981
1.055820711,9.98
1.065820711,9.979
1.075820711,9.978
1.085820711,9.977
1.095820711,9.976
1.105820711,9.975
1.115820711,9.974
1.125820711,9.973
1.135820711,9.972
1.145820711,9.971
1.155820711,9.97
1.165820711,9.969
1.175820711,9.968
1.185820711,9.967
1.195820711,9.966
1.205820711,9.965
1.215820711,9.964
1.225820711,9.963
1.235820711,9.962
1.245820711,9.961
1.255820711,9.96
1.265820711,9.959
1.275820711,9.958
1.285820711,9.957
1.295820711,9.956
1.305820711,9.955
1.315820711,9.954
1.325820711,9.953
1.335820711,9.952
1.345820711,9.951
1.355820711,9.95
1.365820711,9.949
1.375820711,9.948
1.385820711,9.947
1.395820711,9.946
1.405820711,9.945
1.415820711,9.944
1.425820711,9.943
1.435820711,9.942
1.445820711,9.941
1.455820711,9.94
1.465820711,9.939
1.475820711,9.938
1.485820711,9.937
1.495820711,9.936
1.505820711,9.935
1.515820711,9.934
